	chromosome_name	external_gene_name	description	gene_biotype
SLC39A13	11	SLC39A13	solute carrier family 39 member 13 [Source:HGNC Symbol;Acc:HGNC:20859]	protein_coding
SLC39A14	8	SLC39A14	solute carrier family 39 member 14 [Source:HGNC Symbol;Acc:HGNC:20858]	protein_coding
SLC39A2	14	SLC39A2	solute carrier family 39 member 2 [Source:HGNC Symbol;Acc:HGNC:17127]	protein_coding
SLC39A3	19	SLC39A3	solute carrier family 39 member 3 [Source:HGNC Symbol;Acc:HGNC:17128]	protein_coding
SLC39A4	8	SLC39A4	solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]	protein_coding
SLC39A5	12	SLC39A5	solute carrier family 39 member 5 [Source:HGNC Symbol;Acc:HGNC:20502]	protein_coding
SLC39A6	18	SLC39A6	solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]	protein_coding
SLC39A7	6	SLC39A7	solute carrier family 39 member 7 [Source:HGNC Symbol;Acc:HGNC:4927]	protein_coding
SLC39A8	4	SLC39A8	solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]	protein_coding
SLC39A9	14	SLC39A9	solute carrier family 39 member 9 [Source:HGNC Symbol;Acc:HGNC:20182]	protein_coding
SLC3A1	2	SLC3A1	solute carrier family 3 member 1 [Source:HGNC Symbol;Acc:HGNC:11025]	protein_coding
SLC3A2	11	SLC3A2	solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]	protein_coding
SLC40A1	2	SLC40A1	solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]	protein_coding
SLC41A1	1	SLC41A1	solute carrier family 41 member 1 [Source:HGNC Symbol;Acc:HGNC:19429]	protein_coding
SLC41A2	12	SLC41A2	solute carrier family 41 member 2 [Source:HGNC Symbol;Acc:HGNC:31045]	protein_coding
SLC41A3	3	SLC41A3	solute carrier family 41 member 3 [Source:HGNC Symbol;Acc:HGNC:31046]	protein_coding
SLC43A1	11	SLC43A1	solute carrier family 43 member 1 [Source:HGNC Symbol;Acc:HGNC:9225]	protein_coding
SLC43A2	17	SLC43A2	solute carrier family 43 member 2 [Source:HGNC Symbol;Acc:HGNC:23087]	protein_coding
SLC43A3	11	SLC43A3	solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]	protein_coding
SLC44A1	9	SLC44A1	solute carrier family 44 member 1 [Source:HGNC Symbol;Acc:HGNC:18798]	protein_coding
SLC44A2	19	SLC44A2	solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292]	protein_coding
SLC44A3	1	SLC44A3	solute carrier family 44 member 3 [Source:HGNC Symbol;Acc:HGNC:28689]	protein_coding
SLC44A4	6	SLC44A4	solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941]	protein_coding
SLC44A5	1	SLC44A5	solute carrier family 44 member 5 [Source:HGNC Symbol;Acc:HGNC:28524]	protein_coding
SLC45A1	1	SLC45A1	solute carrier family 45 member 1 [Source:HGNC Symbol;Acc:HGNC:17939]	protein_coding
SLC45A2	5	SLC45A2	solute carrier family 45 member 2 [Source:HGNC Symbol;Acc:HGNC:16472]	protein_coding
SLC45A3	1	SLC45A3	solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]	protein_coding
SLC45A4	8	SLC45A4	solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]	protein_coding
SLC46A1	17	SLC46A1	solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521]	protein_coding
SLC46A2	9	SLC46A2	solute carrier family 46 member 2 [Source:HGNC Symbol;Acc:HGNC:16055]	protein_coding
SLC46A3	13	SLC46A3	solute carrier family 46 member 3 [Source:HGNC Symbol;Acc:HGNC:27501]	protein_coding
SLC47A1	17	SLC47A1	solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]	protein_coding
SLC47A2	17	SLC47A2	solute carrier family 47 member 2 [Source:HGNC Symbol;Acc:HGNC:26439]	protein_coding
SLC48A1	12	SLC48A1	solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035]	protein_coding
SLC4A1	17	SLC4A1	solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]	protein_coding
SLC4A10	2	SLC4A10	solute carrier family 4 member 10 [Source:HGNC Symbol;Acc:HGNC:13811]	protein_coding
SLC4A11	20	SLC4A11	solute carrier family 4 member 11 [Source:HGNC Symbol;Acc:HGNC:16438]	protein_coding
SLC4A1AP	2	SLC4A1AP	solute carrier family 4 member 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:13813]	protein_coding
SLC4A2	7	SLC4A2	solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028]	protein_coding
SLC4A3	2	SLC4A3	solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029]	protein_coding
SLC4A4	4	SLC4A4	solute carrier family 4 member 4 [Source:HGNC Symbol;Acc:HGNC:11030]	protein_coding
SLC4A5	2	SLC4A5	solute carrier family 4 member 5 [Source:HGNC Symbol;Acc:HGNC:18168]	protein_coding
SLC4A7	3	SLC4A7	solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033]	protein_coding
SLC4A8	12	SLC4A8	solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]	protein_coding
SLC4A9	5	SLC4A9	solute carrier family 4 member 9 [Source:HGNC Symbol;Acc:HGNC:11035]	protein_coding
SLC50A1	1	SLC50A1	solute carrier family 50 member 1 [Source:HGNC Symbol;Acc:HGNC:30657]	protein_coding
SLC5A1	22	SLC5A1	solute carrier family 5 member 1 [Source:HGNC Symbol;Acc:HGNC:11036]	protein_coding
SLC5A10	17	SLC5A10	solute carrier family 5 member 10 [Source:HGNC Symbol;Acc:HGNC:23155]	protein_coding
SLC5A11	16	SLC5A11	solute carrier family 5 member 11 [Source:HGNC Symbol;Acc:HGNC:23091]	protein_coding
SLC5A12	11	SLC5A12	solute carrier family 5 member 12 [Source:HGNC Symbol;Acc:HGNC:28750]	protein_coding
SLC5A2	16	SLC5A2	solute carrier family 5 member 2 [Source:HGNC Symbol;Acc:HGNC:11037]	protein_coding
SLC5A3	21	SLC5A3	solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038]	protein_coding
SLC5A4	22	SLC5A4	solute carrier family 5 member 4 [Source:HGNC Symbol;Acc:HGNC:11039]	protein_coding
SLC5A5	19	SLC5A5	solute carrier family 5 member 5 [Source:HGNC Symbol;Acc:HGNC:11040]	protein_coding
SLC5A6	2	SLC5A6	solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]	protein_coding
SLC5A7	2	SLC5A7	solute carrier family 5 member 7 [Source:HGNC Symbol;Acc:HGNC:14025]	protein_coding
SLC5A8	12	SLC5A8	solute carrier family 5 member 8 [Source:HGNC Symbol;Acc:HGNC:19119]	protein_coding
SLC5A9	1	SLC5A9	solute carrier family 5 member 9 [Source:HGNC Symbol;Acc:HGNC:22146]	protein_coding
SLC6A1	3	SLC6A1	solute carrier family 6 member 1 [Source:HGNC Symbol;Acc:HGNC:11042]	protein_coding
SLC6A11	3	SLC6A11	solute carrier family 6 member 11 [Source:HGNC Symbol;Acc:HGNC:11044]	protein_coding
SLC6A12	12	SLC6A12	solute carrier family 6 member 12 [Source:HGNC Symbol;Acc:HGNC:11045]	protein_coding
SLC6A13	12	SLC6A13	solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]	protein_coding
SLC6A14	X	SLC6A14	solute carrier family 6 member 14 [Source:HGNC Symbol;Acc:HGNC:11047]	protein_coding
SLC6A15	12	SLC6A15	solute carrier family 6 member 15 [Source:HGNC Symbol;Acc:HGNC:13621]	protein_coding
SLC6A16	19	SLC6A16	solute carrier family 6 member 16 [Source:HGNC Symbol;Acc:HGNC:13622]	protein_coding
SLC6A17	1	SLC6A17	solute carrier family 6 member 17 [Source:HGNC Symbol;Acc:HGNC:31399]	protein_coding
SLC6A18	5	SLC6A18	solute carrier family 6 member 18 [Source:HGNC Symbol;Acc:HGNC:26441]	protein_coding
SLC6A19	5	SLC6A19	solute carrier family 6 member 19 [Source:HGNC Symbol;Acc:HGNC:27960]	protein_coding
SLC6A2	16	SLC6A2	solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048]	protein_coding
SLC6A20	3	SLC6A20	solute carrier family 6 member 20 [Source:HGNC Symbol;Acc:HGNC:30927]	protein_coding
SLC6A3	5	SLC6A3	solute carrier family 6 member 3 [Source:HGNC Symbol;Acc:HGNC:11049]	protein_coding
SLC6A4	17	SLC6A4	solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]	protein_coding
SLC6A5	11	SLC6A5	solute carrier family 6 member 5 [Source:HGNC Symbol;Acc:HGNC:11051]	protein_coding
SLC6A6	3	SLC6A6	solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]	protein_coding
SLC6A7	5	SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	protein_coding
SLC6A8	X	SLC6A8	solute carrier family 6 member 8 [Source:HGNC Symbol;Acc:HGNC:11055]	protein_coding
SLC6A9	1	SLC6A9	solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]	protein_coding
SLC7A1	13	SLC7A1	solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057]	protein_coding
SLC7A10	19	SLC7A10	solute carrier family 7 member 10 [Source:HGNC Symbol;Acc:HGNC:11058]	protein_coding
SLC7A11	4	SLC7A11	solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059]	protein_coding
SLC7A13	8	SLC7A13	solute carrier family 7 member 13 [Source:HGNC Symbol;Acc:HGNC:23092]	protein_coding
SLC7A14	3	SLC7A14	solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]	protein_coding
SLC7A2	8	SLC7A2	solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]	protein_coding
SLC7A3	X	SLC7A3	solute carrier family 7 member 3 [Source:HGNC Symbol;Acc:HGNC:11061]	protein_coding
SLC7A4	22	SLC7A4	solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062]	protein_coding
SLC7A5	16	SLC7A5	solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]	protein_coding
SLC7A5P1	16	SLC7A5P1	solute carrier family 7 member 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29458]	transcribed_unprocessed_pseudogene
SLC7A6	16	SLC7A6	solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]	protein_coding
SLC7A6OS	16	SLC7A6OS	solute carrier family 7 member 6 opposite strand [Source:HGNC Symbol;Acc:HGNC:25807]	protein_coding
SLC7A7	14	SLC7A7	solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]	protein_coding
SLC7A8	14	SLC7A8	solute carrier family 7 member 8 [Source:HGNC Symbol;Acc:HGNC:11066]	protein_coding
SLC8A1	2	SLC8A1	solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]	protein_coding
SLC8A2	19	SLC8A2	solute carrier family 8 member A2 [Source:HGNC Symbol;Acc:HGNC:11069]	protein_coding
SLC8A3	14	SLC8A3	solute carrier family 8 member A3 [Source:HGNC Symbol;Acc:HGNC:11070]	protein_coding
SLC9A1	1	SLC9A1	solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]	protein_coding
SLC9C1	3	SLC9C1	solute carrier family 9 member C1 [Source:HGNC Symbol;Acc:HGNC:31401]	protein_coding
SLC9C2	1	SLC9C2	solute carrier family 9 member C2 (putative) [Source:HGNC Symbol;Acc:HGNC:28664]	protein_coding
SLC9A2	2	SLC9A2	solute carrier family 9 member A2 [Source:HGNC Symbol;Acc:HGNC:11072]	protein_coding
SLC9A3	5	SLC9A3	solute carrier family 9 member A3 [Source:HGNC Symbol;Acc:HGNC:11073]	protein_coding
SLC9A3R1	17	SLC9A3R1	SLC9A3 regulator 1 [Source:HGNC Symbol;Acc:HGNC:11075]	protein_coding
SLC9A3R2	16	SLC9A3R2	SLC9A3 regulator 2 [Source:HGNC Symbol;Acc:HGNC:11076]	protein_coding
SLC9A4	2	SLC9A4	solute carrier family 9 member A4 [Source:HGNC Symbol;Acc:HGNC:11077]	protein_coding
SLC9A5	16	SLC9A5	solute carrier family 9 member A5 [Source:HGNC Symbol;Acc:HGNC:11078]	protein_coding
SLC9A6	X	SLC9A6	solute carrier family 9 member A6 [Source:HGNC Symbol;Acc:HGNC:11079]	protein_coding
SLC9A7	X	SLC9A7	solute carrier family 9 member A7 [Source:HGNC Symbol;Acc:HGNC:17123]	protein_coding
SLC9A8	20	SLC9A8	solute carrier family 9 member A8 [Source:HGNC Symbol;Acc:HGNC:20728]	protein_coding
SLC9A9	3	SLC9A9	solute carrier family 9 member A9 [Source:HGNC Symbol;Acc:HGNC:20653]	protein_coding
SLC9B1	4	SLC9B1	solute carrier family 9 member B1 [Source:HGNC Symbol;Acc:HGNC:24244]	protein_coding
SLC9B2	4	SLC9B2	solute carrier family 9 member B2 [Source:HGNC Symbol;Acc:HGNC:25143]	protein_coding
SLCO1A2	12	SLCO1A2	solute carrier organic anion transporter family member 1A2 [Source:HGNC Symbol;Acc:HGNC:10956]	protein_coding
SLCO1B1	12	SLCO1B1	solute carrier organic anion transporter family member 1B1 [Source:HGNC Symbol;Acc:HGNC:10959]	protein_coding
SLCO1B3	12	SLCO1B3	solute carrier organic anion transporter family member 1B3 [Source:HGNC Symbol;Acc:HGNC:10961]	protein_coding
SLCO1C1	12	SLCO1C1	solute carrier organic anion transporter family member 1C1 [Source:HGNC Symbol;Acc:HGNC:13819]	protein_coding
SLCO2A1	3	SLCO2A1	solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]	protein_coding
SLCO2B1	11	SLCO2B1	solute carrier organic anion transporter family member 2B1 [Source:HGNC Symbol;Acc:HGNC:10962]	protein_coding
SLCO3A1	15	SLCO3A1	solute carrier organic anion transporter family member 3A1 [Source:HGNC Symbol;Acc:HGNC:10952]	protein_coding
SLCO4A1	20	SLCO4A1	solute carrier organic anion transporter family member 4A1 [Source:HGNC Symbol;Acc:HGNC:10953]	protein_coding
SLCO4C1	5	SLCO4C1	solute carrier organic anion transporter family member 4C1 [Source:HGNC Symbol;Acc:HGNC:23612]	protein_coding
SLCO5A1	8	SLCO5A1	solute carrier organic anion transporter family member 5A1 [Source:HGNC Symbol;Acc:HGNC:19046]	protein_coding
SLCO6A1	5	SLCO6A1	solute carrier organic anion transporter family member 6A1 [Source:HGNC Symbol;Acc:HGNC:23613]	protein_coding
SLFN11	17	SLFN11	schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633]	protein_coding
SLFN12	17	SLFN12	schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500]	protein_coding
SLFN12L	17	SLFN12L	schlafen family member 12 like [Source:HGNC Symbol;Acc:HGNC:33920]	protein_coding
SLFN13	17	SLFN13	schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]	protein_coding
SLFN14	17	SLFN14	schlafen family member 14 [Source:HGNC Symbol;Acc:HGNC:32689]	protein_coding
SLFN5	17	SLFN5	schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]	protein_coding
SLFNL1	1	SLFNL1	schlafen like 1 [Source:HGNC Symbol;Acc:HGNC:26313]	protein_coding
SLIRP	14	SLIRP	SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]	protein_coding
SLIT1	10	SLIT1	slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085]	protein_coding
SLIT2	4	SLIT2	slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]	protein_coding
SLIT3	5	SLIT3	slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]	protein_coding
SLITRK1	13	SLITRK1	SLIT and NTRK like family member 1 [Source:HGNC Symbol;Acc:HGNC:20297]	protein_coding
SLITRK2	X	SLITRK2	SLIT and NTRK like family member 2 [Source:HGNC Symbol;Acc:HGNC:13449]	protein_coding
SLITRK3	3	SLITRK3	SLIT and NTRK like family member 3 [Source:HGNC Symbol;Acc:HGNC:23501]	protein_coding
SLITRK4	X	SLITRK4	SLIT and NTRK like family member 4 [Source:HGNC Symbol;Acc:HGNC:23502]	protein_coding
SLITRK5	13	SLITRK5	SLIT and NTRK like family member 5 [Source:HGNC Symbol;Acc:HGNC:20295]	protein_coding
SLITRK6	13	SLITRK6	SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503]	protein_coding
SLK	10	SLK	STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]	protein_coding
SLMAP	3	SLMAP	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]	protein_coding
SLN	11	SLN	sarcolipin [Source:HGNC Symbol;Acc:HGNC:11089]	protein_coding
SLPI	20	SLPI	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]	protein_coding
SLTM	15	SLTM	SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]	protein_coding
SLU7	5	SLU7	SLU7 homolog, splicing factor [Source:HGNC Symbol;Acc:HGNC:16939]	protein_coding
SLURP1	8	SLURP1	secreted LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18746]	protein_coding
SLX4	16	SLX4	SLX4 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:23845]	protein_coding
SMAD1	4	SMAD1	SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]	protein_coding
SMAD2	18	SMAD2	SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768]	protein_coding
SMAD3	15	SMAD3	SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]	protein_coding
SMAD4	18	SMAD4	SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]	protein_coding
SMAD5	5	SMAD5	SMAD family member 5 [Source:HGNC Symbol;Acc:HGNC:6771]	protein_coding
SMAD6	15	SMAD6	SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]	protein_coding
SMAD7	18	SMAD7	SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]	protein_coding
SMAD9	13	SMAD9	SMAD family member 9 [Source:HGNC Symbol;Acc:HGNC:6774]	protein_coding
SMAGP	12	SMAGP	small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918]	protein_coding
SMAP1	6	SMAP1	small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651]	protein_coding
SMAP2	1	SMAP2	small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]	protein_coding
SMARCA1	X	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 [Source:HGNC Symbol;Acc:HGNC:11097]	protein_coding
SMARCA2	9	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]	protein_coding
SMARCA4	19	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:HGNC:11100]	protein_coding
SMARCA5	4	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]	protein_coding
SMARCAD1	4	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:HGNC Symbol;Acc:HGNC:18398]	protein_coding
SMARCAL1	2	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]	protein_coding
SMARCB1	22	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]	protein_coding
SMARCC1	3	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]	protein_coding
SMARCC2	12	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2 [Source:HGNC Symbol;Acc:HGNC:11105]	protein_coding
SMARCD1	12	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]	protein_coding
SMARCD2	17	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]	protein_coding
SMARCD3	7	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:HGNC Symbol;Acc:HGNC:11108]	protein_coding
SMARCE1	17	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:HGNC:11109]	protein_coding
SMC1A	X	SMC1A	structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]	protein_coding
SMC1B	22	SMC1B	structural maintenance of chromosomes 1B [Source:HGNC Symbol;Acc:HGNC:11112]	protein_coding
SMC2	9	SMC2	structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:HGNC:14011]	protein_coding
SMC3	10	SMC3	structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]	protein_coding
SMC4	3	SMC4	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]	protein_coding
SMC5	9	SMC5	structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:HGNC:20465]	protein_coding
SMC6	2	SMC6	structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:HGNC:20466]	protein_coding
SMCHD1	18	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]	protein_coding
SMCP	1	SMCP	sperm mitochondria associated cysteine rich protein [Source:HGNC Symbol;Acc:HGNC:6962]	protein_coding
SMCR5	17	SMCR5	Smith-Magenis syndrome chromosome region, candidate 5 [Source:HGNC Symbol;Acc:HGNC:17918]	lncRNA
SMCR8	17	SMCR8	SMCR8-C9orf72 complex subunit [Source:HGNC Symbol;Acc:HGNC:17921]	protein_coding
SMG1	16	SMG1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase [Source:HGNC Symbol;Acc:HGNC:30045]	protein_coding
SMG5	1	SMG5	SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]	protein_coding
SMG6	17	SMG6	SMG6 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]	protein_coding
SMG7	1	SMG7	SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]	protein_coding
SMG8	17	SMG8	SMG8 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:25551]	protein_coding
SMG9	19	SMG9	SMG9 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:25763]	protein_coding
SMN2	5	SMN2	survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:HGNC:11118]	protein_coding
SMNDC1	10	SMNDC1	survival motor neuron domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16900]	protein_coding
SMO	7	SMO	smoothened, frizzled class receptor [Source:HGNC Symbol;Acc:HGNC:11119]	protein_coding
SMOC1	14	SMOC1	SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]	protein_coding
SMOC2	6	SMOC2	SPARC related modular calcium binding 2 [Source:HGNC Symbol;Acc:HGNC:20323]	protein_coding
SMOX	20	SMOX	spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]	protein_coding
SMPD1	11	SMPD1	sphingomyelin phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:11120]	protein_coding
SMPD2	6	SMPD2	sphingomyelin phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:11121]	protein_coding
